product_id,highlights
P480284,"['Vegan', 'Good for: Dullness/Uneven Texture', 'Good for: Loss of firmness', 'Clean + Planet Positive', 'Good for: Anti-Aging', 'Good for: Dark spots']"
P481818,"['Vegan', 'Good for: Dullness/Uneven Texture', 'Good for: Pores', 'Clean + Planet Positive', 'Fresh Scent', 'Best for Oily, Combo, Normal Skin']"
P471009,"['Vegan', 'Good for: Dullness/Uneven Texture', 'Clean + Planet Positive', 'AHA/Glycolic Acid', 'Good for: Dark spots']"
P472455,"['Hydrating', 'Without Silicones', 'Oil Free', 'Vegan', 'Hyaluronic Acid', 'Clean + Planet Positive']"
P471541,"['Vegan', 'Clean + Planet Positive', 'Hydrating', 'Without Mineral Oil', 'Best for Oily, Combo, Normal Skin', 'Without Silicones']"
P468813,"['Vegan', 'Clean + Planet Positive', 'Good for: Dryness', 'Alcohol Free']"
P469444,"['Good for: Redness', 'Clean + Planet Positive', 'Hydrating', 'Good for: Dryness']"
P467748,"['Vegan', 'Hyaluronic Acid', 'Good for: Loss of firmness', 'Clean + Planet Positive', 'Good for: Dryness']"
P503657,"['Vegan', 'Refill Available', 'Good for: Dullness/Uneven Texture', 'Clean + Planet Positive', 'Good for: Anti-Aging', 'Good for: Dark spots']"
P467749,"['Vegan', 'Hyaluronic Acid', 'Good for: Loss of firmness', 'Clean + Planet Positive', 'Good for: Dryness']"
P472451,"['Vegan', 'Best for Dry Skin', 'Clean + Planet Positive', 'Hydrating', 'Good for: Dryness', 'Without Silicones']"
P470007,"['Vegan', 'Good for: Redness', 'Clean + Planet Positive', 'Hydrating', 'Good for: Dryness']"
P478239,"['Vegan', 'Best for Oily Skin', 'Clean + Planet Positive', 'Hydrating', 'Fragrance Free', 'Good for: Acne/Blemishes']"
P474936,"['Vegan', 'Good for: Pores', 'Clean + Planet Positive', 'Hydrating', 'Fragrance Free', 'Good for: Acne/Blemishes']"
P472452,"['Vegan', 'Clean + Planet Positive', 'Fresh Scent', 'Long-wearing', 'Fragrance Free', 'Alcohol Free']"
P481386,"['Vegan', 'Cream Formula', 'Clean + Planet Positive', 'Hydrating', 'Good for: Dryness', 'Without Silicones']"
P500016,"['Good for: Dullness/Uneven Texture', 'Radiant Finish', 'Vegan', 'Fresh Scent', 'Clean + Planet Positive']"
P503655,"['Good for: Redness', 'Best for Dry Skin', 'Clean + Planet Positive', 'Hydrating', 'Good for: Dryness']"
P504881,"['Good for: Dullness/Uneven Texture', 'Clean + Planet Positive', 'AHA/Glycolic Acid', 'Good for: Dark spots', 'Niacinamide']"
P504848,"['Hyaluronic Acid', 'Good for: Loss of firmness', 'Clean + Planet Positive', 'Good for: Anti-Aging', 'Oil Free']"
P504850,"['Good for: Loss of firmness', 'Clean + Planet Positive', 'Good for: Anti-Aging', 'Good for: Dryness', 'Good for: Dark spots']"
P481366,"['Vegan', 'Hydrating', 'Clean at Sephora', 'SPF', 'Without Silicones', 'Niacinamide']"
P481367,"['Vegan', 'Clean at Sephora', 'UV Protection', 'SPF', 'Without Silicones', 'Cruelty-Free']"
P501587,"['Recyclable Packaging', 'Good for: Dullness/Uneven Texture', 'Hydrating', 'Clean at Sephora', 'Without Silicones']"
P500399,"['Vegan', 'Clean at Sephora', 'Fragrance Free', 'UV Protection', 'SPF', 'Without Silicones']"
P501577,"['Good for: Dullness/Uneven Texture', 'Vitamin C', 'Hydrating', 'Clean at Sephora', 'Without Silicones', 'Niacinamide']"
P500287,"['Vegan', 'Hydrating', 'Clean at Sephora', 'UV Protection', 'SPF', 'Without Silicones']"
P500845,"['Woody & Earthy Scent', 'Clean + Planet Positive', 'All Hair Types', 'Without Silicones', 'Good for: Flaky/Dry Scalp', 'Good for: Oily Scalp']"
P500849,"['All Hair Types', 'Good for: Flaky/Dry Scalp', 'Good for: Oily Scalp']"
P500870,"['Good for: Damage', 'Clean + Planet Positive', 'All Hair Types', 'Good for: Frizz', 'Good for: Dryness', 'UV Protection']"
P500841,"['Good for: Damage', 'Clean + Planet Positive', 'All Hair Types', 'allure 2021 Best of Beauty Award Winner', 'Good for: Frizz', 'Good for: Dryness']"
P500891,"['Woody & Earthy Scent', 'Clean + Planet Positive', 'All Hair Types', 'Without Sulfates SLS & SLES', 'Good for: Flaky/Dry Scalp', 'Good for: Oily Scalp']"
P500844,"['Clean + Planet Positive', 'Good for: Volume', 'Curl-Enhancing', 'Wavy Hair', 'Straight Hair', 'Without Sulfates SLS & SLES']"
P500884,"['Clean + Planet Positive', 'Heat Protection', 'All Hair Types', 'Good for: Frizz', 'UV Protection', 'Without Sulfates SLS & SLES']"
P500839,"['Vegan', 'Woody & Earthy Scent', 'Clean + Planet Positive', 'All Hair Types', 'Good for: Frizz', 'Good for: Dryness']"
P503156,"['Clean at Sephora', 'Curl-Enhancing', 'Coily Hair', 'Curly Hair', 'Wavy Hair', 'Without Silicones']"
P500895,"['Woody & Earthy Scent', 'Clean + Planet Positive', 'All Hair Types', 'Without Silicones', 'Good for: Flaky/Dry Scalp', 'Good for: Oily Scalp']"
P500875,"['Clean + Planet Positive', 'All Hair Types', 'Good for: Frizz', 'Without Sulfates SLS & SLES', 'Good for: Flaky/Dry Scalp', 'Increases Shine']"
P500899,"['Woody & Earthy Scent', 'Clean + Planet Positive', 'All Hair Types', 'Good for: Frizz', 'Good for: Dryness', 'Increases Shine']"
P500877,"['Woody & Earthy Scent', 'Clean + Planet Positive', 'Curl-Enhancing', 'Good for: Frizz', 'Without Silicones', 'Increases Shine']"
P500873,"['Woody & Earthy Scent', 'Clean + Planet Positive', 'All Hair Types', 'Good for: Dryness', 'Without Silicones', 'Without Sulfates SLS & SLES']"
P500886,"['Woody & Earthy Scent', 'Clean + Planet Positive', 'All Hair Types', 'Good for: Frizz', 'Good for: Dryness', 'Without Sulfates SLS & SLES']"
P500852,"['Curl-Enhancing', 'Good for: Frizz', 'Coily Hair', 'Curly Hair', 'Wavy Hair']"
P504123,"['Clean at Sephora', 'Hydrating', 'All Hair Types', 'Good for: Flaky/Dry Scalp', 'Good for: Oily Scalp']"
P503279,"['Clean + Planet Positive', 'Good for: Volume', 'Good for: Frizz', 'Without Silicones', 'Without Sulfates SLS & SLES', 'Good for: Oily Scalp']"
P500878,"['Medium Hold', 'Clean + Planet Positive', 'All Hair Types', 'Good for: Frizz', 'Without Silicones', 'Increases Shine']"
P503281,"['Volumizing', 'Clean + Planet Positive', 'Good for: Volume', 'Without Silicones', 'Without Sulfates SLS & SLES', 'Good for: Oily Scalp']"
P500869,"['Warm &Spicy Scent', 'Woody & Earthy Scent', 'Without Phthalates']"
P12495,No Highlights
P258612,No Highlights
P440093,No Highlights
P257900,No Highlights
P394949,No Highlights
P429692,No Highlights
P65510,No Highlights
P270302,No Highlights
P422299,No Highlights
P449555,No Highlights
P138300,No Highlights
P392141,No Highlights
P412038,No Highlights
P36680,No Highlights
P227402,No Highlights
P461928,No Highlights
P249815,No Highlights
P424076,No Highlights
P246502,No Highlights
P399166,No Highlights
P463025,No Highlights
P457660,No Highlights
P383438,No Highlights
P500720,No Highlights
P9576,No Highlights
P226914,No Highlights
P20375,No Highlights
P432089,No Highlights
P12481,No Highlights
P70400,No Highlights
P9549,No Highlights
P48601,No Highlights
P12542,No Highlights
P377719,No Highlights
P9550,No Highlights
P168609,No Highlights
P377718,No Highlights
P9577,No Highlights
P416960,No Highlights
P12539,No Highlights
P464219,No Highlights
P479695,No Highlights
P447142,No Highlights
P434104,"['Radiant Finish', 'Liquid Formula', 'Without Parabens', 'Community Favorite']"
P433526,"['Pressed Powder Formula', 'Natural Finish', 'Community Favorite', 'Medium Coverage', 'Best for Oily, Combo, Normal Skin', 'Without Sulfates SLS & SLES']"
P444154,"['Liquid Formula', 'Radiant Finish', 'Vegan', 'Without Parabens']"
P433516,"['Vegan', 'Community Favorite', 'Matte Finish', 'Long-wearing', 'Without Parabens']"
P458268,"['Matte Finish', 'Long-wearing', 'Without Parabens']"
P434002,No Highlights
P433530,"['Vegan', 'Community Favorite', 'Matte Finish', 'Long-wearing', 'Without Parabens']"
P467607,"['Radiant Finish', 'Liquid Formula', 'Without Parabens', 'Community Favorite', 'Vegan']"
P448869,"['Vegan', 'Cruelty-Free']"
P461147,No Highlights
P433523,"['Shimmer Finish', 'Without Parabens', 'Vegan']"
P467754,No Highlights
P434101,"['Vegan', 'Cream Formula', 'Shimmer Finish', 'Long-wearing', 'Without Parabens', 'Cruelty-Free']"
P433520,"['Refill Available', 'Hyaluronic Acid', 'Best for Dry Skin', 'Good for: Anti-Aging', 'Good for: Dryness', 'Without Sulfates SLS & SLES']"
P461148,"['Long-wearing', 'Alcohol Free', 'Oil Free', 'Without Parabens', 'Vegan']"
P480286,"['Long-wearing', 'Medium Coverage', 'Natural Finish', 'Hyaluronic Acid', 'Best for Dry, Combo, Normal Skin', 'Cruelty-Free']"
P459144,"['Refill Available', 'Pressed Powder Formula', 'Matte Finish', 'Hyaluronic Acid', 'Without Sulfates SLS & SLES', 'Vegan']"
P433527,"['Radiant Finish', 'Vegan', 'Without Parabens']"
P446609,No Highlights
P433531,"['Without Parabens', 'Satin Finish', 'Refill Available', 'Long-wearing', 'Vegan']"
P463822,No Highlights
P468347,"['Hydrating', 'High Shine Finish', 'Hyaluronic Acid', 'Without Parabens', 'Vegan']"
P434100,No Highlights
P454509,"['Vegan', 'Community Favorite', 'Matte Finish', 'Long-wearing', 'Without Parabens']"
P449571,No Highlights
P500285,"['Hyaluronic Acid', 'Long-wearing', 'Best for Dry, Combo, Normal Skin', 'Cruelty-Free']"
P433528,"['Pressed Powder Formula', 'Radiant Finish', 'Vegan', 'Without Parabens']"
P500407,"['Radiant Finish', 'Hyaluronic Acid', 'Good for: Dark Circles', 'Long-wearing', 'Medium Coverage', 'Best for Dry, Combo, Normal Skin']"
P455321,"['Shimmer Finish', 'Without Parabens']"
P456368,No Highlights
P434009,No Highlights
P504020,"['Liquid Formula', 'Matte Finish', 'Long-wearing', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P475919,"['Vegan', 'Community Favorite', 'Matte Finish', 'Long-wearing', 'Without Parabens']"
P503729,"['Pressed Powder Formula', 'Shimmer Finish', 'Without Parabens', 'Cruelty-Free']"
P434526,"['Natural Finish', 'Long-wearing', 'Without Parabens', 'Vegan']"
P462841,"['Volumizing', 'Lengthening', 'Without Parabens']"
P454046,No Highlights
P458755,"['Good for: Loss of firmness', 'Vitamin C', 'Good for: Pores', 'Hydrating', 'Best for Dry, Combo, Normal Skin', 'Niacinamide']"
P433864,No Highlights
P433521,"['Refill Available', 'Vitamin C', 'Good for: Dark Circles', 'Retinol', 'Good for: Anti-Aging']"
P454508,"['Vegan', 'Community Favorite', 'Matte Finish', 'Long-wearing', 'Without Parabens']"
P454506,"['Radiant Finish', 'Vegan', 'Without Parabens']"
P446610,No Highlights
P455323,No Highlights
P461433,"['Matte Finish', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P470203,"['Refill Available', 'Natural Finish', 'Long-wearing', 'Waterproof', 'Vegan', 'Without Parabens']"
P434004,No Highlights
P462843,No Highlights
P454505,No Highlights
P476843,"['Good for: Anti-Aging', 'Good for: Dark Circles', 'Good for: Dullness/Uneven Texture', 'Without Sulfates SLS & SLES', 'Cruelty-Free', 'Vegan']"
P433525,No Highlights
P502270,"['Vegan', 'Pressed Powder Formula', 'Refill Available', 'Good for: Dark Circles', 'Best for Oily, Combo, Normal Skin', 'Cruelty-Free']"
P462842,"['Volumizing', 'Lengthening', 'Without Parabens']"
P462845,"['Shimmer Finish', 'Without Parabens']"
P434008,No Highlights
P455322,No Highlights
P434010,No Highlights
P434012,No Highlights
P433863,"['Refill Available', 'Natural Finish', 'Long-wearing', 'Waterproof', 'Vegan', 'Without Parabens']"
P454351,No Highlights
P434527,No Highlights
P435975,"['Hyaluronic Acid', 'Good for: Dryness', 'Best for Dry, Combo, Normal Skin', 'Without Sulfates SLS & SLES']"
P433532,No Highlights
P471749,"['Vegan', 'Refill Available', 'Community Favorite', 'Matte Finish', 'Long-wearing', 'Without Parabens']"
P459260,No Highlights
P472458,"['Without Parabens', 'Satin Finish', 'Refill Available', 'Long-wearing', 'Vegan']"
P434528,No Highlights
P462847,No Highlights
P470208,"['Long-wearing', 'Without Parabens']"
P500739,"['Vegan', 'Good for: Pores', 'Niacinamide', 'Cruelty-Free']"
P433519,"['Refill Available', 'Good for: Dryness', 'Plumping', 'Good for: Loss of firmness', 'Best for Dry Skin', 'Retinol']"
P462844,"['Radiant Finish', 'Vegan', 'Without Parabens']"
P433529,No Highlights
P470204,"['Natural Finish', 'Long-wearing', 'Waterproof', 'Vegan', 'Without Parabens']"
P462846,No Highlights
P460744,No Highlights
P500753,"['Vegan', 'Good for: Pores', 'Niacinamide', 'Cruelty-Free']"
P433522,No Highlights
P446612,No Highlights
P459835,"['Good for: Loss of firmness', 'Vitamin C', 'Good for: Pores', 'Hydrating', 'Best for Dry, Combo, Normal Skin', 'Niacinamide']"
P433524,No Highlights
P502261,"['Liquid Formula', 'Fragrance Free', 'Oil Free', 'Best for Oily, Combo, Normal Skin', 'Without Parabens', 'Cruelty-Free']"
P470206,"['Natural Finish', 'Long-wearing', 'Waterproof', 'Vegan', 'Without Parabens']"
P476842,"['Good for: Loss of firmness', 'Good for: Anti-Aging', 'Good for: Dark Circles', 'Vegan']"
P472460,No Highlights
P502275,"['Pressed Powder Formula', 'Natural Finish', 'Medium Coverage', 'Best for Oily, Combo, Normal Skin', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P440505,No Highlights
P500248,"['Good for: Loss of firmness', 'Plumping', 'Collagen', 'Without Parabens', 'Gluten Free', 'Cruelty-Free']"
P451728,No Highlights
P502248,"['Liquid Formula', 'Fragrance Free', 'Oil Free', 'Best for Oily, Combo, Normal Skin', 'Without Parabens', 'Cruelty-Free']"
P451727,No Highlights
P472459,No Highlights
P500238,"['Good for: Loss of firmness', 'Plumping', 'Collagen', 'Without Parabens', 'Gluten Free', 'Cruelty-Free']"
P502603,['Cruelty-Free']
P477812,"['Refill Available', 'Hyaluronic Acid', 'Good for: Anti-Aging', 'Good for: Dryness', 'Without Sulfates SLS & SLES']"
P462849,No Highlights
P462848,"['Community Favorite', 'Matte Finish', 'Long-wearing', 'Without Parabens']"
P462850,"['Vegan', 'Community Favorite', 'Matte Finish', 'Long-wearing', 'Without Parabens']"
P256308,"['allure 2020 Best of Beauty Award Winner', 'Layerable Scent', 'Floral Scent']"
P384710,"['Floral Scent', 'Layerable Scent']"
P428451,"['Floral Scent', 'Layerable Scent']"
P393664,"['Floral Scent', 'Layerable Scent']"
P428450,"['Floral Scent', 'Layerable Scent']"
P400324,"['Floral Scent', 'Layerable Scent']"
P377459,"['allure 2020 Best of Beauty Award Winner', 'Layerable Scent', 'Floral Scent']"
P502634,"['allure 2020 Best of Beauty Award Winner', 'Layerable Scent', 'Floral Scent']"
P449749,"['Layerable Scent', 'Floral Scent']"
P461931,"['Floral Scent', 'Layerable Scent']"
P419112,No Highlights
P400560,No Highlights
P419022,"['Volumizing', 'Good for: Volume', 'Good for: Hair Thinning', 'All Hair Types', 'allure 2021 Best of Beauty Award Winner', 'Without Silicones']"
P434541,"['allure 2018 Best of Beauty Award Winner', 'Good for: Color Care', 'All Hair Types', 'Without Silicones', 'Without Phthalates', 'Vegan']"
P502163,"['Hydrating', 'Without Parabens', 'Without Silicones', 'Without Sulfates SLS & SLES', 'Good for: Flaky/Dry Scalp', 'Cruelty-Free']"
P390961,No Highlights
P394935,No Highlights
P411532,No Highlights
P425939,No Highlights
P475520,No Highlights
P481964,"['Liquid Formula', 'Oil Free', 'Cruelty-Free']"
P455420,No Highlights
P421235,"['Good for: Dullness/Uneven Texture', 'Good for: Loss of firmness', 'Without Mineral Oil', 'Good for: Anti-Aging', 'Best for Dry, Combo, Normal Skin', 'Without Sulfates SLS & SLES']"
P475921,"['Good for: Loss of firmness', 'Hydrating', 'Good for: Dark Circles', 'Good for: Anti-Aging', 'Good for: Dryness']"
P94812,"['Good for: Dullness/Uneven Texture', 'Good for: Pores', 'Without Mineral Oil', 'Without Parabens']"
P95070,"['Good for: Loss of firmness', 'Without Mineral Oil', 'Good for: Anti-Aging', 'Good for: Dryness', 'Without Sulfates SLS & SLES']"
P462666,"['Good for: Dark Circles', 'Without Mineral Oil', 'Good for: Anti-Aging', 'Without Parabens', 'Without Sulfates SLS & SLES']"
P415749,"['Good for: Loss of firmness', 'Hydrating', 'Without Mineral Oil', 'Without Sulfates SLS & SLES']"
P475084,"['Good for: Dullness/Uneven Texture', 'Good for: Loss of firmness', 'Good for: Anti-Aging', 'Good for: Dryness', 'Without Parabens', 'Without Sulfates SLS & SLES']"
P130909,No Highlights
P456194,No Highlights
P408230,"['Good for: Dullness/Uneven Texture', 'Good for: Loss of firmness', 'Without Phthalates', 'Without Parabens', 'Best for Dry, Combo, Normal Skin']"
P407417,No Highlights
P379064,No Highlights
P247517,No Highlights
P392004,No Highlights
P399675,No Highlights
P406941,No Highlights
P94902,No Highlights
P406942,"['Good for: Dullness/Uneven Texture', 'Without Mineral Oil', 'Good for: Anti-Aging', 'Good for: Dryness', 'Best for Oily, Combo, Normal Skin', 'Without Parabens']"
P456195,No Highlights
P483060,"['Light Coverage', 'High Shine Finish', 'Plumping', 'Hydrating', 'Good for: Dryness']"
P392522,No Highlights
P430338,"['Good for: Loss of firmness', 'Without Mineral Oil', 'Good for: Anti-Aging', 'SPF', 'Without Sulfates SLS & SLES']"
P469449,"['Cream Formula', 'Best for Dry Skin', 'Without Mineral Oil', 'Without Parabens', 'Without Sulfates SLS & SLES']"
P405589,No Highlights
P469448,"['Without Parabens', 'Best for Dry, Combo, Normal Skin', 'Without Silicones', 'Without Sulfates SLS & SLES']"
P410657,No Highlights
P446111,"['Good for: Loss of firmness', 'Hydrating', 'Without Mineral Oil', 'Without Sulfates SLS & SLES']"
P467755,"['Best for Dry Skin', 'Without Parabens', 'Without Silicones', 'Without Sulfates SLS & SLES']"
P208309,No Highlights
P429504,"['Good for: Loss of firmness', 'Without Mineral Oil', 'Good for: Anti-Aging', 'Good for: Dryness', 'Best for Dry, Combo, Normal Skin', 'Without Sulfates SLS & SLES']"
P469450,"['Good for: Dullness/Uneven Texture', 'Best for Dry Skin', 'Good for: Dryness', 'Without Parabens', 'Without Sulfates SLS & SLES']"
P467756,"['Good for: Redness', 'Best for Dry Skin']"
P409227,No Highlights
P479946,"['Natural Finish', 'Hydrating', 'Best for Oily, Combo, Normal Skin', 'Best for Dry, Combo, Normal Skin']"
P467757,"['Without Mineral Oil', 'Without Parabens', 'Best for Dry, Combo, Normal Skin', 'Without Sulfates SLS & SLES']"
P479947,"['Natural Finish', 'Cream Formula', 'Hydrating', 'Best for Oily, Combo, Normal Skin', 'Best for Dry, Combo, Normal Skin']"
P501566,"['Good for: Dullness/Uneven Texture', 'Good for: Loss of firmness', 'Hydrating', 'Good for: Anti-Aging', 'Good for: Dryness']"
P475083,"['Good for: Dullness/Uneven Texture', 'Good for: Loss of firmness', 'Good for: Dark Circles', 'Good for: Anti-Aging', 'Without Parabens', 'Without Sulfates SLS & SLES']"
P501585,"['Good for: Dullness/Uneven Texture', 'Good for: Loss of firmness', 'Hydrating', 'Good for: Anti-Aging', 'Good for: Dryness']"
P404356,"['Vegan', 'Without Phthalates', 'Gluten Free']"
P456552,"['Clean at Sephora', 'Without Phthalates']"
P425661,"['Vegan', 'Without Phthalates', 'Gluten Free']"
P294713,"['Clean at Sephora', 'Without Phthalates']"
P179007,"['Vegan', 'Without Phthalates', 'Gluten Free']"
P456553,"['Vegan', 'Without Phthalates', 'Gluten Free']"
P474819,"['Vegan', 'Layerable Scent', 'Clean at Sephora', 'Cruelty-Free']"
P404358,"['Vegan', 'Without Phthalates', 'Gluten Free']"
P429079,"['Vegan', 'Clean at Sephora', 'Without Phthalates', 'Gluten Free']"
P429078,"['Vegan', 'Without Phthalates', 'Gluten Free']"
P425662,"['Without Phthalates', 'Gluten Free', 'Vegan']"
P503857,"['Vegan', 'Layerable Scent', 'Clean at Sephora', 'Without Phthalates', 'Without Parabens', 'Cruelty-Free']"
P425663,"['Without Phthalates', 'Gluten Free', 'Vegan']"
P503859,"['Vegan', 'Layerable Scent', 'Clean at Sephora', 'Without Phthalates', 'Without Parabens', 'Cruelty-Free']"
P404354,"['Without Phthalates', 'Gluten Free', 'Vegan']"
P468816,"['Vegan', 'Layerable Scent', 'Clean at Sephora', 'Without Phthalates']"
P415222,"['Without Phthalates', 'Gluten Free', 'Vegan']"
P442521,No Highlights
P442520,"['Without Phthalates', 'Gluten Free', 'Vegan']"
P504292,"['Vegan', 'Layerable Scent', 'Clean at Sephora', 'Without Phthalates', 'Without Parabens', 'Cruelty-Free']"
P468817,"['Vegan', 'Layerable Scent', 'Clean at Sephora', 'Without Phthalates']"
P502239,No Highlights
P426097,"['Clean at Sephora', 'Without Phthalates']"
P504281,"['Vegan', 'Layerable Scent', 'Clean at Sephora', 'Without Phthalates', 'Without Parabens', 'Cruelty-Free']"
P126301,"['Vegan', 'Community Favorite', 'Fragrance Free', 'allure 2021: Clean Beauty Winner', 'Best for Dry, Combo, Normal Skin', 'Without Sulfates SLS & SLES']"
P453816,"['Vegan', 'Community Favorite', 'Fragrance Free', 'allure 2021: Clean Beauty Winner', 'Best for Dry, Combo, Normal Skin', 'Without Sulfates SLS & SLES']"
P122900,"['Best for Oily Skin', 'Without Phthalates', 'Fragrance Free', 'Oil Free', 'Without Parabens']"
P122751,No Highlights
P384996,"['Pressed Powder Formula', 'Without Phthalates', 'Long-wearing', 'Without Parabens']"
P139000,"['Oil Free', 'Fragrance Free', 'Without Parabens', 'Without Phthalates']"
P381030,"['Hyaluronic Acid', 'Best for Dry Skin', 'Fragrance Free', 'Good for: Dryness', 'Without Parabens', 'Without Sulfates SLS & SLES']"
P393325,No Highlights
P479734,"['Good for: Anti-Aging', 'Hyaluronic Acid', 'Fragrance Free', 'Without Parabens', 'Cream Formula', 'Hydrating']"
P279113,No Highlights
P500718,"['Hyaluronic Acid', 'Hydrating', 'Good for: Anti-Aging', 'Fragrance Free', 'Oil Free', 'Without Parabens']"
P468351,"['Hyaluronic Acid', 'Vitamin C', 'Good for: Dryness', 'Fragrance Free', 'Oil Free', 'Without Parabens']"
P473267,"['Hyaluronic Acid', 'Good for: Anti-Aging', 'Retinol', 'Fragrance Free', 'Oil Free', 'Without Sulfates SLS & SLES']"
P122735,No Highlights
P122774,"['Good for: Dark Circles', 'Without Sulfates SLS & SLES', 'Fragrance Free', 'Without Parabens', 'Without Phthalates']"
P174502,"['Good for: Dark Circles', 'Oil Free', 'Without Mineral Oil', 'Alcohol Free', 'Fragrance Free', 'Without Sulfates SLS & SLES']"
P234967,"['Natural Finish', 'Liquid Formula', 'Hydrating', 'Long-wearing', 'Medium Coverage', 'SPF']"
P122882,No Highlights
P122718,"['Best for Oily Skin', 'Good for: Dullness/Uneven Texture', 'Without Phthalates', 'Fragrance Free', 'Without Parabens']"
P385432,"['Good for: Acne/Blemishes', 'Salicylic Acid', 'Oil Free', 'Gluten Free', 'Fragrance Free']"
P188309,"['Good for: Acne/Blemishes', 'Salicylic Acid', 'Oil Free', 'Gluten Free', 'Fragrance Free', 'Without Sulfates SLS & SLES']"
P188307,"['Good for: Acne/Blemishes', 'Salicylic Acid', 'Oil Free', 'Gluten Free', 'Fragrance Free', 'Without Parabens']"
P403817,No Highlights
P122881,No Highlights
P384505,No Highlights
P257537,No Highlights
P122912,"['Volumizing', 'Without Phthalates', 'Lengthening', 'Without Parabens']"
P206900,No Highlights
P122762,"['Hyaluronic Acid', 'Gluten Free', 'Oil Free', 'Fragrance Free', 'Without Sulfates SLS & SLES', 'Without Parabens']"
P122661,No Highlights
P122748,No Highlights
P310726,No Highlights
P279510,No Highlights
P432241,No Highlights
P188306,No Highlights
P378639,No Highlights
P305114,No Highlights
P393633,No Highlights
P201440,"['Good for: Redness', 'Oil Free', 'Fragrance Free', 'Without Sulfates SLS & SLES', 'Without Parabens', 'Without Phthalates']"
P432242,No Highlights
P384821,No Highlights
P122736,No Highlights
P501008,"['Hyaluronic Acid', 'High Shine Finish', 'Hydrating', 'Without Phthalates', 'Fragrance Free', 'Without Parabens']"
P196542,No Highlights
P387634,No Highlights
P428662,"['allure 2019 Best of Beauty Award Winner', 'High Shine Finish']"
P377577,No Highlights
P196524,No Highlights
P122866,No Highlights
P406924,No Highlights
P425860,"['Best for Oily Skin', 'Oil Free', 'Fragrance Free', 'Without Parabens', 'Without Phthalates']"
P122765,No Highlights
P122740,No Highlights
P282920,No Highlights
P122641,No Highlights
P393634,No Highlights
P425857,"['Best for Dry Skin', 'Fragrance Free', 'Hyaluronic Acid', 'Without Sulfates SLS & SLES', 'Without Parabens', 'Good for: Dryness']"
P374841,No Highlights
P422881,No Highlights
P122914,No Highlights
P415773,No Highlights
P468639,"['Hyaluronic Acid', 'Vitamin C', 'Matte Finish', 'Full Coverage', 'Salicylic Acid', 'Oil Free']"
P381918,No Highlights
P461436,No Highlights
P122668,No Highlights
P502266,"['Volumizing', 'Without Phthalates', 'Fragrance Free', 'Lengthening', 'Without Parabens']"
P425858,"['Good for: Acne/Blemishes', 'Salicylic Acid', 'Oil Free', 'Gluten Free', 'Fragrance Free']"
P122694,No Highlights
P377219,No Highlights
P201439,No Highlights
P122727,No Highlights
P244701,No Highlights
P421227,No Highlights
P439643,"['allure 2019 Best of Beauty Award Winner', 'Without Parabens']"
P122782,No Highlights
P385631,No Highlights
P503747,"['Fragrance Free', 'Gluten Free', 'Without Sulfates SLS & SLES']"
P293010,No Highlights
P417984,No Highlights
P232327,No Highlights
P122876,No Highlights
P283304,No Highlights
P411552,No Highlights
P122651,No Highlights
P432243,No Highlights
P411531,No Highlights
P385632,No Highlights
P433652,No Highlights
P122767,No Highlights
P398717,No Highlights
P416824,"['allure 2018 Best of Beauty Award Winner', 'Vitamin C']"
P122654,No Highlights
P377576,No Highlights
P457692,No Highlights
P443383,No Highlights
P122807,No Highlights
P302900,No Highlights
P223704,No Highlights
P382504,No Highlights
P122834,No Highlights
P392472,No Highlights
P407040,No Highlights
P122749,No Highlights
P122739,No Highlights
P122763,No Highlights
P374580,No Highlights
P393501,No Highlights
P463613,No Highlights
P374115,No Highlights
P455622,"['Good for: Dark spots', 'Vitamin C', 'Salicylic Acid', 'Fragrance Free', 'Without Phthalates', 'Without Parabens']"
P474940,"['Good for: Dark spots', 'Vitamin C', 'Salicylic Acid', 'Fragrance Free', 'Without Phthalates', 'Without Parabens']"
P456991,No Highlights
P410101,No Highlights
P277401,No Highlights
P400708,No Highlights
P407381,No Highlights
P381916,No Highlights
P446874,No Highlights
P426374,No Highlights
P122675,No Highlights
P468818,"['Good for: Dryness', 'Hyaluronic Acid', 'Fragrance Free', 'Vitamin C', 'Without Parabens', 'Oil Free']"
P407483,No Highlights
P448563,No Highlights
P433472,No Highlights
P409920,No Highlights
P309409,No Highlights
P417323,No Highlights
P122665,No Highlights
P385254,No Highlights
P405286,No Highlights
P398713,No Highlights
P257804,No Highlights
P431738,No Highlights
P479715,"['Volumizing', 'Without Phthalates', 'Lengthening', 'Without Parabens']"
P439648,"['allure 2019 Best of Beauty Award Winner', 'Without Parabens']"
P481065,"['Volumizing', 'Hyaluronic Acid', 'Without Phthalates', 'Fragrance Free', 'Lengthening', 'Without Parabens']"
P481064,"['Liquid Formula', 'Long-wearing', 'Fragrance Free', 'Without Parabens']"
P469451,"['Good for: Pores', 'Good for: Dullness/Uneven Texture', 'Salicylic Acid', 'Fragrance Free', 'Without Parabens', 'Without Phthalates']"
P122699,No Highlights
P122635,No Highlights
P435207,No Highlights
P122806,No Highlights
P122761,No Highlights
